0.368494695,0.296928339
0.071232214,0.123455019
0.050657236,0.710533321
0.512888521,0.060990194
0.039467091,0.836152743
0.500734735,0.325884325
0.574707894,0.373764528
0.310896859,0.2830091
0.291799538,0.27297165
0.020367922,0.643446368
0.313048912,0.81349509
0.04236798,0.328933203
0.80014704,0.771277763
0.127736325,0.117473266
0.917990124,0.945889193
0.994990367,0.282891541
0.906812378,0.205263894
0.627861824,0.502881279
0.544350034,0.173940894
0.020571856,0.462930834
0.473294372,0.30479293
0.484939706,0.805230386
0.812613151,0.485654671
0.15775715,0.492281438
0.895771148,0.108635779
0.243177487,0.138838666
0.684243473,0.051045709
0.63347812,0.877185032
0.08674923,0.679170907
0.110524426,0.689990116
0.246951612,0.274561464
0.395706116,0.186834773
0.82765051,0.715010978
0.296084248,0.573776771
0.01174422,0.763695088
0.845928486,0.205850946
0.184005934,0.051676245
0.447995121,0.966005708
0.602441275,0.656344798
0.875142453,0.017982853
0.645598509,0.13103903
0.782421243,0.736314168
0.411930685,0.651618635
0.601637662,0.388928208
0.262634912,0.83146346
0.528644933,0.750684815
0.478675368,0.101429447
0.786310772,0.621708278
0.088864045,0.363073829
